Hid;ln
5868600;5024
5868700;2490
5868900;1435
5869000;3846
5869100;7091
5869200;5743
5869300;7727
5869400;5728
5869700;6381
5870100;6845
5870300;1977
5870500;5434
5870800;5744
5871000;9134
5871200;8885
5871400;4335
5871500;6137
5871600;3280
5871800;2125
5872100;2197
5872400;58
5872600;7832
5872700;2301
5872800;8315
5872900;252
5873000;7359
5873500;82
5873700;1895
5874000;9210
5874100;4686
5874600;7590
5874700;8677
5875400;518
5875500;482
5875800;3006
5875900;1976
5876000;2779
5876300;6899
5876500;912
5876700;7426
5876900;302
5877000;4972
5877100;877
5877200;6557
5877400;69
5877500;2160
5877800;8244
5878000;6317
5878200;3433
5878500;8598
5878700;2669
5878800;6913
5879000;3726
5879300;3797
5879800;6686
5879900;5067
5880100;4482
5880200;2068
5880500;5638
5880600;6884
5880700;2513
5881400;2749
5881600;4902
5881900;7944
5882100;4404
5882200;2797
5882700;5251
5882900;147
5883000;1754
5883100;9070
5883200;6215
5883300;3669
5883400;7887
5883600;8539
5883700;1116
5883800;1581
5883900;2506
5884000;4900
5884100;4627
5884400;731
5884900;5027
5885100;7818
5885300;858
5885500;1216
5885800;4504
5885900;4803
5886000;429
5886100;4294
5886300;8734
5886400;5647
5886500;454
5886600;5506
5886800;5896
5886900;8610
5887100;1076
5887200;8116
5887500;1565
5887600;1394
5887700;4441
5887800;3478
5887900;6549
5888000;6049
5888400;4273
5888500;24
5888800;5480
5889000;7264
5889200;2032
5889400;1478
5889500;6018
5890000;4032
5890200;4583
5890300;5958
5890600;1888
5891000;8944
5891200;7739
5891300;6111
5891400;5079
5891900;4708
5892100;8615
5892400;7248
5892800;4891
5892900;2165
5893000;2111
5893100;6833
5893500;6162
5893800;6462
5894000;840
5894500;4853
5894800;7039
5895000;7193
5895100;2958
5895500;5626
5895800;751
5896300;6242
5896400;4623
5896600;4589
5896700;9130
5896800;7253
5896900;6159
5897000;6800
5897300;3497
5897900;4936
5898000;3552
5898100;4921
5898400;6357
5898700;5105
5898800;1662
5898900;560
5899100;5632
5899400;6442
5899700;4259
5899800;8338
5900200;6201
5900800;3593
5901400;552
5901500;3861
5901600;9136
5902000;4714
5902100;4357
5902300;9124
5902400;3788
5902700;3225
5902900;5962
5903100;619
5903400;4920
5903500;3680
5904000;8292
5904300;2131
5904600;5240
5904800;9237
5905100;1615
5905400;6047
5905500;6854
5906000;6603
5906700;9045
5906800;3624
5906900;8754
5907100;7032
5907900;3877
5908000;6909
5908100;936
5908300;2071
5908400;1176
5908800;7212
5908900;4424
5909000;8145
5909100;467
5909400;2558
5909700;2498
5910000;5948
5910100;4085
5910300;4741
5910400;8792
5910500;5685
5910700;1666
5910900;3009
5911000;2719
5911200;1840
5911500;2020
5911600;7084
5911700;4740
5911800;6269
5912000;8820
5912100;7979
5912500;4828
5912600;7208
5912800;6023
5912900;1192
5913200;8554
5913400;7470
5913700;3129
5913900;1159
5914200;169
5914300;9160
5914500;4634
5915000;4507
5915300;1027
5915500;5406
5915600;7242
5915800;4734
5915900;3747
5916000;8837
5916200;1139
5916300;5921
5916500;1871
5916600;4297
5917500;71
5917600;8542
5918000;1440
5918200;4618
5918600;7205
5918700;5618
5919100;5124
5919200;8180
5919300;405
5919400;8379
5919600;6425
5919900;1529
5920000;7056
5920200;530
5920400;3248
5920500;594
5920600;788
5920900;2094
5921000;8866
5921100;8222
5921500;8454
5921800;931
5922100;5446
5922400;2448
5922700;5688
5922800;5138
5922900;5742
5923100;1399
5923400;8917
5923500;6865
5923600;5792
5923800;1052
5923900;1519
5924000;6581
5924100;8738
5924200;2930
5924300;2402
5924500;3509
5924700;9247
5924900;4836
5925300;1499
5925600;4713
5925800;5369
5926200;951
5926500;6540
5926600;6986
5927100;1622
5927600;4325
5927800;5386
5927900;1036
5928200;267
5928300;2970
5928400;8851
5928500;417
5928700;3486
5928900;7530
5929000;8108
5929400;471
5929600;1048
5929700;3808
5929800;1746
5929900;4578
5930300;1056
5930500;794
5930600;5926
5930700;3555
5930800;3140
5930900;44
5931200;6152
5931300;2771
5931500;5268
5932000;6641
5932100;4975
5932200;5675
5932300;4415
5932700;777
5933000;5155
5933300;8248
5933500;8597
5933600;2035
5933700;3332
5933900;6755
5934100;1407
5934700;7630
5934800;444
5934900;1548
5935200;8077
5935300;3426
5935500;1080
5935600;7390
5936200;3709
5936500;2561
5936800;5390
5937000;6729
5937400;1541
5937500;6622
5937600;1551
5937700;5670
5938000;128
5938100;1495
5938200;6213
5938300;3459
5938600;2759
5938800;4479
5938900;1589
5939100;6891
5939300;841
5939400;306
5939600;6562
5939700;2723
5939800;6563
5940900;7281
5941400;5777
5941700;1084
5942000;5539
5942100;7852
5942500;2150
5942600;138
5942900;8569
5943000;1833
5943100;9014
5943300;7584
5943400;197
5943500;2476
5943600;4247
5943800;2555
5944000;6474
5944100;190
5944300;8538
5945200;8650
5945400;4377
5946000;4874
5946100;3524
5946200;5837
5946300;1000
5947100;7622
5947200;3072
5947300;4006
5947400;4561
5947600;1354
5947900;2049
5948300;3631
5948500;1858
5948700;4877
5949100;4611
5949200;8477
5949300;8918
5949600;8448
5949700;9115
5950000;6566
5950100;8678
5950400;1328
5950600;5407
5951000;4021
5951300;2501
5951400;4762
5951700;5857
5951900;3997
5952000;2984
5952400;1358
5952600;5186
5953200;4517
5953300;2967
5953400;5454
5953800;2351
5954500;119
5954600;5565
5954700;6612
5954900;8911
5955000;5772
5955900;4113
5956100;990
5956200;6990
5956500;8945
5956600;4786
5956700;5944
5957000;2054
5957100;6267
5957500;1029
5957600;5120
5958000;8639
5958400;9122
5958500;3543
5958700;8027
5958900;394
5959000;6920
5959200;5762
5959400;4726
5959500;90
5959700;4013
5959800;3090
5959900;3283
5960000;2991
5960100;5381
5960800;1112
5961000;1249
5961100;2287
5961200;5062
5961400;3587
5961500;1040
5961700;9267
5962000;4430
5962100;4326
5962400;1353
5962600;592
5962700;1798
5962800;1814
5963100;1175
5963200;6315
5963600;8947
5963700;2601
5963900;5148
5964100;1617
5964200;6386
5964300;1777
5964400;7179
5964600;6599
5964700;2143
5964800;1203
5965100;653
5965400;7016
5965600;8128
5965900;1964
5966800;4336
5967000;7123
5967100;7665
5967200;8896
5967800;4101
5967900;3729
5968000;7364
5968100;3718
5968200;4328
5968400;3913
5968600;5072
5968700;7460
5968800;981
5969100;5312
5969300;6633
5970200;5151
5970400;4197
5970500;6176
5970600;4503
5970800;8508
5971100;7756
5971200;1335
5971300;7274
5971400;2272
5971800;3158
5971900;1053
5972300;42
5972500;1400
5972800;79
5972900;7114
5973300;6184
5973400;1300
5973500;1795
5973700;3074
5973800;8560
5973900;3479
5974000;5026
5974100;8362
5974300;4340
5974500;6624
5974900;8438
5975300;2488
5975400;3622
5975500;3767
5975600;2593
5975700;2053
5975900;3413
5976100;5835
5976300;4695
5976600;7561
5976700;6297
5976900;4218
5977100;868
5977800;7510
5978000;8382
5978200;5097
5978500;7720
5979100;3950
5979300;1689
5979600;5561
5979700;8584
5980000;7013
5980400;6471
5980900;230
5981000;1488
5981400;7026
5981500;7670
5981600;8953
5982000;649
5982100;1968
5982200;1222
5982400;5442
5982500;7926
5982700;4808
5982900;8309
5983100;7213
5983500;132
5983700;5351
5984200;7148
5984600;7206
5984900;5002
5985000;8505
5985200;4432
5985400;5611
5985800;5376
5986200;101
5986300;7841
5986400;8730
5986800;5341
5987100;1538
5987200;8847
5987400;3551
5987500;4631
5987700;4494
5987900;8613
5988100;4884
5988300;3346
5988800;3237
5988900;4219
5989000;5098
5989400;281
5989600;4427
5989700;2388
5989800;1728
5990100;5768
5990500;5391
5991000;1496
5991100;445
5991300;8439
5991400;3762
5991500;2998
5991800;3168
5991900;4908
5992100;3424
5992500;6981
5992700;2254
5992800;4521
5992900;5008
5993400;6279
5993600;6476
5993700;7754
5994000;1161
5994200;1054
5994500;3548
5994600;5531
5995200;4645
5996000;5712
5996200;2686
5996600;4376
5996800;5725
5996900;6246
5997100;7366
5997300;4104
5997400;2604
5997600;2407
5997700;5015
5998100;5683
5998300;3146
5998500;8908
5998700;588
5999000;6898
5999400;1653
5999700;6750
5999800;2855
5999900;2655
6000500;2821
6000600;4772
6000700;5609
6000900;3541
6001100;6249
6001200;2522
6001600;8880
6001800;4659
6002100;3042
6002500;6664
6002600;97
6002700;275
6003000;3011
6003100;4620
6003400;1950
6003500;3164
6003600;1476
6003700;4029
6003800;8876
6003900;4229
6004300;3903
6004400;503
6004900;3614
6005200;1623
6005700;8139
6005800;6812
6005900;7383
6006000;2469
6006100;153
6006200;2825
6006400;7053
6006500;4761
6006700;2018
6006900;3467
6007000;8524
6007100;1915
6007200;6424
6007400;539
6007500;7501
6007600;7158
6007700;2392
6007900;4588
6008000;8125
6008500;8322
6008700;2466
6008800;4195
6008900;8922
6009200;2300
6009400;3781
6010000;2712
6010100;3309
6010200;2700
6010400;2315
6010500;3766
6011100;5622
6011300;3899
6011500;6709
6011800;5922
6011900;2084
6012200;6227
6012600;5477
6012800;2516
6013400;1430
6013700;7292
6013800;4954
6013900;9062
6014200;6179
6014600;849
6014700;6572
6014800;4443
6015000;380
6015100;9048
6015200;819
6015400;7872
6015700;6151
6015900;7596
6016300;9181
6016500;1432
6016600;1183
6016800;4436
6016900;9059
6017100;5170
6017500;7758
6017600;8798
6017700;7137
6018000;1885
6018700;682
6018800;3245
6019000;4603
6019200;5963
6019300;6010
6019400;6673
6019500;8930
6019600;1133
6019800;6255
6020100;7702
6020400;5413
6020500;1815
6020900;6817
6021200;749
6021300;5347
6021400;2152
6021500;2494
6021700;1931
6021800;8904
6021900;1672
6022100;5114
6022200;5215
6022800;1083
6023200;6863
6023400;3031
6023700;2579
6024100;5247
6024200;3381
6024400;6265
6024700;1108
6025400;7866
6025500;6672
6026200;9257
6026400;6654
6026600;6792
6026800;3891
6026900;8886
6027100;3061
6027200;4727
6027300;5
6027500;3583
6027700;187
6028000;8374
6028100;2837
6028300;7796
6028400;4281
6029100;4331
6029200;7912
6029400;7201
6029500;4261
6029600;2389
6029700;8216
6029900;7652
6030300;8317
6030400;3875
6030500;7888
6030700;554
6031100;1523
6031200;607
6031300;5320
6031800;2182
6032200;1239
6032300;2766
6032400;775
6032500;485
6032700;6090
6032900;7706
6033500;4670
6033700;2934
6033800;5356
6034000;1699
6034100;4131
6034400;5456
6034500;6771
6034600;4657
6034800;9205
6034900;3032
6035000;3694
6035100;2265
6035300;6943
6035600;8435
6035700;1935
6035900;5996
6036200;3502
6036300;3048
6036800;5880
6036900;4929
6037000;7440
6037200;1918
6037300;4414
6037500;1927
6037700;3001
6038100;1948
6038300;333
6038400;502
6038600;3411
6038800;4944
6038900;3152
6039000;4464
6039200;4830
6039400;1487
6039600;6103
6040000;3898
6040400;6493
6040600;5786
6040700;6860
6040800;8489
6041000;863
6041100;7135
6041300;3181
6041400;189
6041500;6885
6041800;4450
6042000;4663
6042200;5227
6042300;4354
6042400;529
6042600;6351
6042800;8608
6043000;3536
6043400;6001
6043800;2415
6043900;8228
6044000;1763
6044100;8793
6044300;8265
6044400;6877
6044500;2445
6044700;6408
6044900;3077
6045100;9119
6045400;7542
6045800;3764
6046000;1332
6046100;4171
6046300;4690
6046400;7546
6046500;5959
6046700;295
6046800;1635
6047000;509
6047500;2576
6048400;4296
6048600;3430
6048900;3141
6049200;6508
6049400;8269
6049900;2440
6050100;3936
6050200;8153
6050400;5865
6051100;4516
6051200;7801
6051300;5617
6051500;7157
6051800;6372
6052100;1648
6052200;723
6052400;4818
6053000;6533
6053200;8373
6053500;5279
6053600;6560
6053900;6770
6054000;4386
6054400;3211
6054500;7494
6054700;6574
6055100;8834
6055300;28
6055600;2323
6055700;6844
6056000;3216
6056400;1679
6056500;4651
6056600;6968
6056900;3528
6057300;6594
6057400;720
6057700;7525
6058200;2349
6058800;7704
6059400;5555
6059700;9178
6059900;9133
6060100;5950
6060200;850
6060700;4076
6060800;5154
6060900;3302
6061000;2852
6061100;5402
6061200;7100
6061400;4214
6061700;7303
6061900;3520
6062300;5003
6062800;5238
6063300;4182
6063600;1171
6063700;2647
6064000;6602
6064100;5651
6064200;1412
6064500;1312
6064800;6726
6065100;2650
6065200;6200
6065500;98
6065600;1297
6065700;5803
6065900;8611
6066100;74
6066200;1371
6066300;5089
6066400;8019
6066600;6061
6066800;8055
6066900;9163
6067500;7521
6067600;19
6067700;449
6068000;3569
6068100;1295
6068300;3338
6068900;2172
6069000;4407
6069100;107
6069700;6128
6069900;1627
6070100;3025
6070300;6459
6070800;6789
6071000;4730
6071200;2304
6071400;2713
6071500;7701
6072500;6725
6072700;6221
6072900;5265
6073200;6872
6073500;5496
6073700;304
6073800;4635
6074000;6183
6074100;4552
6074200;7520
6074300;8571
6074700;2283
6075100;8084
6075300;1709
6075500;9121
6075700;1873
6075900;2851
6076000;468
6076100;9204
6076200;2326
6076300;3868
6076400;8553
6076500;7277
6076800;6259
6076900;8903
6077000;8351
6077200;4459
6077300;7202
6077500;1003
6078000;6058
6078500;6077
6078600;516
6078700;2709
6078800;609
6079000;7234
6079200;2578
6079400;3112
6079500;300
6079800;2705
6079900;9009
6080100;8979
6080200;2622
6080300;4537
6080400;7269
6080800;4385
6080900;2572
6081000;5661
6081100;6794
6081200;568
6081300;4985
6081500;6139
6081800;7172
6082100;6292
6082300;8784
6082900;6977
6083600;5943
6084100;6207
6084300;1526
6084400;398
6084800;2475
6085100;2130
6085400;852
6085500;6652
6085700;5371
6085900;6825
6086100;4206
6087100;1037
6087200;9068
6087600;3462
6087700;8634
6087800;4992
6088100;1613
6088500;2618
6088900;7384
6089200;2153
6089300;3756
6089400;2976
6089600;5533
6089700;1302
6089800;4581
6089900;1854
6090000;8073
6090100;4446
6090200;5435
6090500;6847
6090700;5504
6091000;359
6091200;724
6091400;4858
6091500;5101
6091800;5384
6092000;1039
6092400;7850
6092800;2179
6092900;8875
6093100;1914
6093300;4604
6093700;2400
6093800;7140
6094200;1632
6094300;8419
6094400;8421
6094500;16
6094700;4945
6094800;2262
6095100;4866
6095300;5548
6095400;3588
6095600;356
6095700;8687
6096100;3906
6096200;8510
6096500;7613
6097500;5425
6098200;1481
6098700;6484
6098800;4989
6099100;4833
6099300;5748
6099700;8808
6100200;7623
6100300;5595
6100400;2288
6100500;4528
6100600;1463
6100700;4268
6100800;6416
6101000;645
6101300;3471
6101500;2058
6101600;8174
6101800;299
6102000;838
6102200;6994
6102700;6231
6102900;4212
6103100;2141
6103200;7101
6103500;3123
6103600;9071
6103700;4168
6103800;6545
6104300;7050
6104400;6435
6105100;6411
6105400;2414
6105600;4691
6106100;2916
6106200;3235
6106400;934
6106900;3407
6107000;5510
6108000;2331
6108200;3303
6108300;4721
6108400;6571
6108600;1729
6108800;2842
6109000;3638
6109100;2363
6109200;7829
6109300;8137
6109700;2798
6110100;8268
6110400;9177
6110500;106
6110600;7946
6110700;4091
6110800;4823
6111000;8224
6111100;4411
6111300;5767
6111500;8873
6111700;3962
6111800;6948
6112000;7959
6112200;8749
6112300;1512
6112400;1747
6112600;7372
6113000;5971
6113100;5372
6113200;4257
6113300;7496
6113800;53
6114000;4222
6114100;1366
6114200;1446
6114700;3717
6114800;1408
6115100;350
6115400;3251
6115700;4893
6115900;5273
6116100;9260
6116300;1524
6116400;2318
6116500;7886
6116700;6272
6117000;6363
6117400;2176
6118400;6015
6118600;5205
6118700;5461
6118800;227
6118900;6121
6119100;1894
6119200;9217
6119500;851
6119900;4916
6120100;6773
6120200;6970
6120400;2297
6121000;8970
6121100;3226
6121400;2207
6121500;3641
6121900;3007
6122900;5682
6123100;8621
6123600;1723
6124100;1191
6124400;1838
6124500;1853
6124600;8352
6124800;7389
6124900;1700
6125300;605
6125600;6178
6125800;8822
6126200;6092
6126300;501
6126500;1937
6126600;3597
6126700;5733
6127100;1816
6127200;5564
6127500;678
6127600;1832
6127800;4524
6128000;4307
6128200;145
6128300;6543
6128600;5465
6128900;5902
6129000;5426
6129400;8204
6129500;5228
6129600;7321
6129700;3872
6129900;6364
6130000;2865
6130400;7821
6130500;4607
6130600;4114
6130900;784
6131100;420
6131400;105
6131500;7075
6131800;639
6131900;5082
6132000;6264
6132300;8050
6132800;7361
6133000;6600
6133100;2183
6133300;5570
6133400;4057
6133800;3591
6133900;7993
6134300;1064
6134400;8451
6134500;2499
6134800;6480
6134900;7523
6135100;2856
6135200;3455
6135500;1504
6135600;5604
6135700;3385
6135800;4782
6136000;7054
6136100;1372
6136200;2790
6136300;7261
6136500;8152
6136900;5224
6137100;4484
6137200;3425
6137400;1377
6137500;6158
6137600;1790
6137700;4274
6138000;4426
6138200;6224
6138300;7456
6138500;8182
6138600;7237
6138900;9173
6139300;7795
6139800;9179
6139900;4814
6140400;1712
6140700;6657
6141000;1470
6141100;5475
6141200;5241
6141300;2651
6141500;481
6141900;3273
6142200;4316
6142600;8712
6143100;8860
6143500;2803
6144100;1424
6144200;4696
6144300;5256
6144800;4749
6144900;5172
6145500;231
6145600;22
6146100;1943
6146400;5401
6146800;4718
6147000;2114
6147200;8877
6148100;1907
6148300;685
6148500;2511
6148600;5200
6149000;7538
6150000;4765
6150100;5438
6150200;5469
6150400;1969
6150500;7268
6150900;4743
6151100;7001
6151300;3550
6151500;9088
6152200;8742
6153100;2538
6153300;1848
6153800;6897
6154000;4849
6154400;5099
6154500;4017
6154800;6722
6155100;2750
6155200;217
6156600;5035
6158100;621
6158600;4881
6159400;3268
6159500;5512
6160500;5899
6161100;1351
6161200;7097
6161900;932
6162700;4463
6162900;617
6163200;793
6164300;8465
6164700;5283
6165000;5315
6165100;1147
6166100;6868
6166300;1025
6166400;2365
6166700;2233
6167000;6697
6167100;6969
6167300;4134
6167900;7726
6168700;9090
6168800;374
6169600;3163
6170200;5863
6170500;6097
6170600;7033
6170900;2370
6171700;5090
6172000;7043
6172500;235
6172600;6644
6172700;77
6172800;3477
6173700;8297
6173800;5640
6173900;2847
6174100;6655
6174400;2011
6174500;1930
6174800;2239
6175300;9252
6176500;7058
6177100;925
6177300;3732
6177500;5869
6177600;3027
6178300;2864
6178600;5285
6179200;6945
6179400;7509
6180300;976
6180700;2665
6181100;6523
6182300;8498
6182400;2526
6182900;412
6183000;1058
6183200;2353
6183300;3124
6183500;3109
6183800;4327
6184900;7849
6185600;301
6185700;5848
6186000;7275
6186300;1163
6186500;6871
6186600;3581
6186700;7644
6187200;7790
6187400;7528
6187800;1516
6188000;9140
6188200;1819
6188400;459
6188800;8038
6189300;892
6190100;1057
6190600;376
6190700;6461
6191200;7149
6191500;6583
6191700;4403
6192000;8709
6192300;5662
6193300;4541
6193500;6379
6194400;8058
6194600;5327
6195200;8616
6195500;364
6195800;6804
6196300;2562
6196800;8828
6196900;7690
6198000;9254
6198500;3988
6198700;3003
6199200;6619
6199500;9065
6199700;1114
6199900;7860
6200200;2309
6200300;4658
6200400;1062
6201000;4394
6201600;1290
6202600;2938
6202800;1095
6202900;4951
6203100;6418
6203200;696
6203300;2201
6203800;7319
6204000;9211
6204100;2343
6204400;1521
6204600;813
6204800;842
6205000;4883
6205100;1807
6205200;8444
6205700;3327
6206900;7568
6207400;6790
6207800;812
6207900;7153
6209500;2396
6210400;545
6210600;3851
6210800;6175
6210900;7338
6211400;1217
6211900;4829
6212400;3553
6212600;204
6213500;7441
6213800;1659
6214400;5129
6214500;8753
6214800;5332
6216100;8256
6216200;3460
6216300;1420
6217500;7664
6218000;2805
6218200;5553
6219000;5331
6219100;1540
6219500;8331
6219600;5970
6220100;6544
6220600;2788
6220800;519
6221800;2421
6221900;5031
6222000;2950
6222100;6710
6222700;4018
6223400;9078
6223700;7449
6223900;5291
6224000;719
6224100;3487
6224500;3852
6225300;5103
6226300;543
6226400;2261
6226700;3344
6227300;4007
6228200;4612
6228300;1582
6228400;70
6229200;8247
6229400;1177
6230300;3504
6231400;4638
6233000;5985
6233100;168
6233900;4647
6234100;5897
6234300;8938
6234400;1260
6235100;4800
6235200;353
6235300;4087
6235600;9044
6235700;8786
6239100;2914
6239500;338
6239700;7132
6239800;3857
6240200;3933
6240600;8181
6241100;4455
6241500;5859
6241800;8497
6242900;3748
6243400;4178
6243500;4685
6244900;8112
6245500;4763
6246300;6879
6246900;9184
6247600;7963
6247900;4967
6248600;2016
6248800;6452
6249700;48
6250200;2819
6250600;5395
6251000;567
6251100;8218
6251500;5915
6251800;2311
6252300;7175
6252800;974
6252900;929
6253000;8225
6254200;6451
6254500;1543
6255300;6611
6255600;8913
6256800;5429
6257000;2190
